ADD,ipv4,10.0.0.1/32#32,11#48;1#9,0
ADD,ethernet,11#48,1#9,0
ADD,punt,0&0#16;1#1;0&0#4;0&0#32;0&0#32;0#8,,0
ADD,ethernet,22#48,2#9,0
ADD,ethernet,33#48,3#9,0
ADD,ethernet,44#48,4#9,0
ADD,ethernet,55#48,5#9,0
ADD,ethernet,66#48,6#9,0
ADD,ethernet,77#48,7#9,0
ADD,ethernet,88#48,8#9,0
ADD,ethernet,99#48,9#9,0
ADD,ethernet,1010#48,10#9,0
ADD,ethernet,1111#48,11#9,0
ADD,ethernet,1212#48,12#9,0
ADD,ethernet,1313#48,13#9,0
ADD,ethernet,1414#48,14#9,0
ADD,ethernet,1515#48,15#9,0
ADD,ethernet,1616#48,16#9,0
ADD,ethernet,1717#48,17#9,0
ADD,ethernet,1818#48,18#9,0
ADD,ethernet,1919#48,19#9,0
ADD,ethernet,2020#48,20#9,0
ADD,ethernet,2121#48,21#9,0
ADD,ethernet,2222#48,22#9,0
ADD,ethernet,2323#48,23#9,0
ADD,ethernet,2424#48,24#9,0
ADD,ethernet,2525#48,25#9,0
ADD,ethernet,2626#48,26#9,0
ADD,ethernet,2727#48,27#9,0
ADD,ethernet,2828#48,28#9,0
ADD,ethernet,2929#48,29#9,0
ADD,ethernet,3030#48,30#9,0
ADD,ethernet,3131#48,31#9,0
ADD,ethernet,3232#48,32#9,0
ADD,ethernet,3333#48,33#9,0
ADD,ethernet,3434#48,34#9,0
ADD,ethernet,3535#48,35#9,0
ADD,ethernet,3636#48,36#9,0
ADD,ethernet,3737#48,37#9,0
ADD,ethernet,3838#48,38#9,0
ADD,ethernet,3939#48,39#9,0
ADD,ethernet,4040#48,40#9,0
ADD,ethernet,4141#48,41#9,0
ADD,ethernet,4242#48,42#9,0
ADD,ethernet,4343#48,43#9,0
ADD,ethernet,4444#48,44#9,0
ADD,ethernet,4545#48,45#9,0
ADD,ethernet,4646#48,46#9,0
ADD,ethernet,4747#48,47#9,0
ADD,ethernet,4848#48,48#9,0
ADD,ethernet,4949#48,49#9,0
ADD,ethernet,5050#48,50#9,0
ADD,ethernet,5151#48,51#9,0
ADD,ethernet,5252#48,52#9,0
ADD,ethernet,5353#48,53#9,0
ADD,ethernet,5454#48,54#9,0
ADD,ethernet,5555#48,55#9,0
ADD,ethernet,5656#48,56#9,0
ADD,ethernet,5757#48,57#9,0
ADD,ethernet,5858#48,58#9,0
ADD,ethernet,5959#48,59#9,0
ADD,ethernet,6060#48,60#9,0
ADD,ethernet,6161#48,61#9,0
ADD,ethernet,6262#48,62#9,0
ADD,ethernet,6363#48,63#9,0
ADD,ethernet,6464#48,64#9,0
ADD,ethernet,6565#48,65#9,0
ADD,ethernet,6666#48,66#9,0
ADD,ethernet,6767#48,67#9,0
ADD,ethernet,6868#48,68#9,0
ADD,ethernet,6969#48,69#9,0
ADD,ethernet,7070#48,70#9,0
ADD,ethernet,7171#48,71#9,0
ADD,ethernet,7272#48,72#9,0
ADD,ethernet,7373#48,73#9,0
ADD,ethernet,7474#48,74#9,0
ADD,ethernet,7575#48,75#9,0
ADD,ethernet,7676#48,76#9,0
ADD,ethernet,7777#48,77#9,0
ADD,ethernet,7878#48,78#9,0
ADD,ethernet,7979#48,79#9,0
ADD,ethernet,8080#48,80#9,0
ADD,ethernet,8181#48,81#9,0
ADD,ethernet,8282#48,82#9,0
ADD,ethernet,8383#48,83#9,0
ADD,ethernet,8484#48,84#9,0
ADD,ethernet,8585#48,85#9,0
ADD,ethernet,8686#48,86#9,0
ADD,ethernet,8787#48,87#9,0
ADD,ethernet,8888#48,88#9,0
ADD,ethernet,8989#48,89#9,0
ADD,ethernet,9090#48,90#9,0
ADD,ethernet,9191#48,91#9,0
ADD,ethernet,9292#48,92#9,0
ADD,ethernet,9393#48,93#9,0
ADD,ethernet,9494#48,94#9,0
ADD,ethernet,9595#48,95#9,0
ADD,ethernet,9696#48,96#9,0
ADD,ethernet,9797#48,97#9,0
ADD,ethernet,9898#48,98#9,0
ADD,ethernet,9999#48,99#9,0
ADD,ethernet,100100#48,100#9,0
ADD,ethernet,101101#48,101#9,0
ADD,ethernet,102102#48,102#9,0
ADD,ethernet,103103#48,103#9,0
ADD,ethernet,104104#48,104#9,0
ADD,ethernet,105105#48,105#9,0
ADD,ethernet,106106#48,106#9,0
ADD,ethernet,107107#48,107#9,0
ADD,ethernet,108108#48,108#9,0
